id,order_day_numb,order_time_numb,order_day,order_time,d_hour,d_minute,d_second,dtimes,from,to,sum_transaction,from_name,to_name,from_group,to_group,from_Outstanding_DayBegin,to_Outstanding_DayBegin,from_DayChange_Income,from_DayChange_Outcome,to_DayChange_Income,to_DayChange_Outcome,from_Outstanding_DayEnd,to_Outstanding_DayEnd,from_DayChange_pr,to_DayChange_pr,graph_type,per5mnum,per5mbeg,per5mend,color_from,color_to,from_fixed,from_coord_x,from_coord_y,to_fixed,to_coord_x,to_coord_y
6055,2,1425,2016-06-21,10:45:45,10,45,45,2016-06-21 10:45:45,4,3,0.35,PIB,Exim,Russian,With State Participation,21.18,62.59,12.13,19.24,22.20,19.43,14.07,65.36,-0.336,0.044,directed,22,10:45:00,10:50:00,3,7,True,450,450,True,-450,-450
6056,2,1426,2016-06-21,10:45:51,10,45,51,2016-06-21 10:45:51,5,7,0.21,Aval,Sber,Belonging to foreign banking groups ,Russian,15.44,40.32,15.15,16.02,15.80,18.19,14.58,37.93,-0.056,-0.059,directed,22,10:45:00,10:50:00,5,5,False,NA,NA,True,450,-450
6057,2,1428,2016-06-21,10:46:04,10,46,4,2016-06-21 10:46:04,17,2,0.16,Ing,Oschad,Belonging to foreign banking groups ,With State Participation,49.44,59.74,8.67,6.42,14.71,24.01,51.69,50.45,0.046,-0.156,directed,22,10:45:00,10:50:00,7,4,False,NA,NA,True,-600,0
6058,2,1429,2016-06-21,10:46:10,10,46,10,2016-06-21 10:46:10,12,7,0.35,UkrGaz,Sber,With State Participation,Russian,16.76,40.32,15.42,16.89,16.14,18.19,15.29,38.27,-0.087,-0.051,directed,22,10:45:00,10:50:00,5,5,True,-450,450,True,450,-450
6059,2,1430,2016-06-21,10:46:10,10,46,10,2016-06-21 10:46:10,10,1,0.22,Vtb,Privat,Russian,Privat,15.14,161.79,12.23,12.62,23.56,5.71,14.76,179.64,-0.025,0.110,directed,22,10:45:00,10:50:00,5,8,True,600,0,True,0,600
6060,2,1431,2016-06-21,10:46:18,10,46,18,2016-06-21 10:46:18,4,2,0.37,PIB,Oschad,Russian,With State Participation,21.18,59.74,12.13,19.60,15.08,24.01,13.70,50.81,-0.353,-0.149,directed,22,10:45:00,10:50:00,3,4,True,450,450,True,-600,0
6061,2,1432,2016-06-21,10:46:18,10,46,18,2016-06-21 10:46:18,17,15,0.11,Ing,Pivd,Belonging to foreign banking groups ,Group 1,49.44,23.79,8.67,6.52,11.38,15.28,51.58,19.88,0.043,-0.164,directed,22,10:45:00,10:50:00,7,4,False,NA,NA,False,NA,NA
6062,2,1433,2016-06-21,10:46:18,10,46,18,2016-06-21 10:46:18,5,17,0.18,Aval,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,15.44,49.44,15.15,16.20,8.85,6.52,14.40,51.77,-0.068,0.047,directed,22,10:45:00,10:50:00,5,7,False,NA,NA,False,NA,NA
6063,2,1435,2016-06-21,10:46:31,10,46,31,2016-06-21 10:46:31,11,7,0.25,UkrSib,Sber,Group 1,Russian,14.51,40.32,12.12,10.80,16.40,18.19,15.83,38.53,0.091,-0.044,directed,22,10:45:00,10:50:00,7,5,False,NA,NA,True,450,-450
6064,2,1437,2016-06-21,10:46:45,10,46,45,2016-06-21 10:46:45,9,18,0.16,Fuib,Citi,Group 1,Belonging to foreign banking groups ,22.63,51.91,14.83,13.95,8.04,7.07,23.51,52.88,0.039,0.019,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,False,NA,NA
6065,2,1438,2016-06-21,10:46:50,10,46,50,2016-06-21 10:46:50,15,8,0.16,Pivd,Alfa,Group 1,Russian,23.79,32.94,11.38,15.45,13.46,16.85,19.72,29.55,-0.171,-0.103,directed,22,10:45:00,10:50:00,4,4,False,NA,NA,False,NA,NA
6066,2,1439,2016-06-21,10:46:54,10,46,54,2016-06-21 10:46:54,5,15,0.21,Aval,Pivd,Belonging to foreign banking groups ,Group 1,15.44,23.79,15.15,16.41,11.59,15.45,14.19,19.93,-0.081,-0.162,directed,22,10:45:00,10:50:00,5,4,False,NA,NA,False,NA,NA
6067,2,1440,2016-06-21,10:47:03,10,47,3,2016-06-21 10:47:03,10,1,0.26,Vtb,Privat,Russian,Privat,15.14,161.79,12.23,12.88,23.82,5.71,14.50,179.90,-0.043,0.112,directed,22,10:45:00,10:50:00,5,8,True,600,0,True,0,600
6068,2,1441,2016-06-21,10:47:05,10,47,5,2016-06-21 10:47:05,6,5,0.23,UkrSoc,Aval,Russian,Belonging to foreign banking groups ,36.12,15.44,17.13,21.69,15.38,16.41,31.56,14.42,-0.126,-0.066,directed,22,10:45:00,10:50:00,4,5,False,NA,NA,False,NA,NA
6069,2,1442,2016-06-21,10:47:13,10,47,13,2016-06-21 10:47:13,4,14,0.30,PIB,AgriCole,Russian,Belonging to foreign banking groups ,21.18,75.08,12.13,19.90,15.68,9.37,13.40,81.40,-0.367,0.084,directed,22,10:45:00,10:50:00,3,7,True,450,450,True,0,-600
6070,2,1443,2016-06-21,10:47:18,10,47,18,2016-06-21 10:47:18,5,17,0.19,Aval,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,15.44,49.44,15.38,16.60,9.04,6.52,14.23,51.96,-0.079,0.051,directed,22,10:45:00,10:50:00,5,7,False,NA,NA,False,NA,NA
6071,2,1444,2016-06-21,10:47:26,10,47,26,2016-06-21 10:47:26,14,11,0.20,AgriCole,UkrSib,Belonging to foreign banking groups ,Group 1,75.08,14.51,15.68,9.57,12.32,10.80,81.20,16.03,0.081,0.105,directed,22,10:45:00,10:50:00,7,8,True,0,-600,False,NA,NA
6072,2,1445,2016-06-21,10:47:30,10,47,30,2016-06-21 10:47:30,16,6,0.18,Fido,UkrSoc,Group 1,Russian,16.73,36.12,13.29,12.30,17.31,21.69,17.72,31.74,0.059,-0.121,directed,22,10:45:00,10:50:00,7,4,False,NA,NA,False,NA,NA
6073,2,1446,2016-06-21,10:47:36,10,47,36,2016-06-21 10:47:36,18,3,0.24,Citi,Exim,Belonging to foreign banking groups ,With State Participation,51.91,62.59,8.04,7.31,22.44,19.43,52.64,65.60,0.014,0.048,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,True,-450,-450
6074,2,1449,2016-06-21,10:47:53,10,47,53,2016-06-21 10:47:53,12,16,0.20,UkrGaz,Fido,With State Participation,Group 1,16.76,16.73,15.42,17.08,13.49,12.30,15.10,17.91,-0.099,0.071,directed,22,10:45:00,10:50:00,5,7,True,-450,450,False,NA,NA
6075,2,1450,2016-06-21,10:47:53,10,47,53,2016-06-21 10:47:53,5,17,0.17,Aval,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,15.44,49.44,15.38,16.77,9.21,6.52,14.06,52.13,-0.089,0.054,directed,22,10:45:00,10:50:00,5,7,False,NA,NA,False,NA,NA
6076,2,1453,2016-06-21,10:48:01,10,48,1,2016-06-21 10:48:01,16,13,0.17,Fido,OTP,Group 1,Belonging to foreign banking groups ,16.73,6.14,13.49,12.47,8.12,11.21,17.74,3.06,0.061,-0.502,directed,22,10:45:00,10:50:00,7,2,False,NA,NA,False,NA,NA
6077,2,1454,2016-06-21,10:48:06,10,48,6,2016-06-21 10:48:06,5,6,0.23,Aval,UkrSoc,Belonging to foreign banking groups ,Russian,15.44,36.12,15.38,17.00,17.54,21.69,13.83,31.97,-0.105,-0.115,directed,22,10:45:00,10:50:00,4,4,False,NA,NA,False,NA,NA
6078,2,1455,2016-06-21,10:48:11,10,48,11,2016-06-21 10:48:11,10,11,0.20,Vtb,UkrSib,Russian,Group 1,15.14,14.51,12.23,13.08,12.52,10.80,14.30,16.23,-0.056,0.119,directed,22,10:45:00,10:50:00,5,8,True,600,0,False,NA,NA
6079,2,1456,2016-06-21,10:48:18,10,48,18,2016-06-21 10:48:18,3,4,0.37,Exim,PIB,With State Participation,Russian,62.59,21.18,22.44,19.80,12.50,19.90,65.23,13.77,0.042,-0.350,directed,22,10:45:00,10:50:00,7,3,True,-450,-450,True,450,450
6080,2,1457,2016-06-21,10:48:19,10,48,19,2016-06-21 10:48:19,8,18,0.25,Alfa,Citi,Russian,Belonging to foreign banking groups ,32.94,51.91,13.46,17.10,8.29,7.31,29.30,52.89,-0.111,0.019,directed,22,10:45:00,10:50:00,4,7,False,NA,NA,False,NA,NA
6081,2,1458,2016-06-21,10:48:25,10,48,25,2016-06-21 10:48:25,10,11,0.20,Vtb,UkrSib,Russian,Group 1,15.14,14.51,12.23,13.28,12.73,10.80,14.09,16.44,-0.069,0.133,directed,22,10:45:00,10:50:00,5,8,True,600,0,False,NA,NA
6082,2,1459,2016-06-21,10:48:28,10,48,28,2016-06-21 10:48:28,15,16,0.15,Pivd,Fido,Group 1,Group 1,23.79,16.73,11.59,15.60,13.64,12.47,19.78,17.90,-0.169,0.070,directed,22,10:45:00,10:50:00,4,7,False,NA,NA,False,NA,NA
6083,2,1460,2016-06-21,10:48:31,10,48,31,2016-06-21 10:48:31,16,20,0.15,Fido,KreditDnipro,Group 1,Group 1,16.73,33.46,13.64,12.62,10.14,7.17,17.75,36.43,0.061,0.089,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,False,NA,NA
6084,2,1462,2016-06-21,10:48:38,10,48,38,2016-06-21 10:48:38,12,14,0.27,UkrGaz,AgriCole,With State Participation,Belonging to foreign banking groups ,16.76,75.08,15.42,17.35,15.95,9.57,14.83,81.47,-0.115,0.085,directed,22,10:45:00,10:50:00,4,7,True,-450,450,True,0,-600
6085,2,1463,2016-06-21,10:48:41,10,48,41,2016-06-21 10:48:41,6,1,0.48,UkrSoc,Privat,Russian,Privat,36.12,161.79,17.54,22.17,24.30,5.71,31.49,180.38,-0.128,0.115,directed,22,10:45:00,10:50:00,4,8,False,NA,NA,True,0,600
6086,2,1464,2016-06-21,10:48:47,10,48,47,2016-06-21 10:48:47,5,17,0.11,Aval,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,15.44,49.44,15.38,17.11,9.32,6.52,13.72,52.24,-0.112,0.057,directed,22,10:45:00,10:50:00,4,7,False,NA,NA,False,NA,NA
6087,2,1465,2016-06-21,10:48:56,10,48,56,2016-06-21 10:48:56,7,4,0.35,Sber,PIB,Russian,Russian,40.32,21.18,16.40,18.54,12.85,19.90,38.17,14.13,-0.053,-0.333,directed,22,10:45:00,10:50:00,5,3,True,450,-450,True,450,450
6088,2,1466,2016-06-21,10:49:02,10,49,2,2016-06-21 10:49:02,2,18,0.25,Oschad,Citi,With State Participation,Belonging to foreign banking groups ,59.74,51.91,15.08,24.25,8.54,7.31,50.57,53.14,-0.154,0.024,directed,22,10:45:00,10:50:00,4,7,True,-600,0,False,NA,NA
6089,2,1467,2016-06-21,10:49:03,10,49,3,2016-06-21 10:49:03,9,16,0.23,Fuib,Fido,Group 1,Group 1,22.63,16.73,14.83,14.18,13.87,12.62,23.28,17.98,0.029,0.075,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,False,NA,NA
6090,2,1468,2016-06-21,10:49:09,10,49,9,2016-06-21 10:49:09,8,9,0.44,Alfa,Fuib,Russian,Group 1,32.94,22.63,13.46,17.54,15.28,14.18,28.86,23.72,-0.124,0.048,directed,22,10:45:00,10:50:00,4,7,False,NA,NA,False,NA,NA
6091,2,1469,2016-06-21,10:49:13,10,49,13,2016-06-21 10:49:13,9,5,0.26,Fuib,Aval,Group 1,Belonging to foreign banking groups ,22.63,15.44,15.28,14.44,15.64,17.11,23.46,13.97,0.037,-0.095,directed,22,10:45:00,10:50:00,7,5,False,NA,NA,False,NA,NA
6092,2,1470,2016-06-21,10:49:18,10,49,18,2016-06-21 10:49:18,6,17,0.17,UkrSoc,Ing,Russian,Belonging to foreign banking groups ,36.12,49.44,17.54,22.34,9.49,6.52,31.32,52.41,-0.133,0.060,directed,22,10:45:00,10:50:00,4,7,False,NA,NA,False,NA,NA
6093,2,1471,2016-06-21,10:49:18,10,49,18,2016-06-21 10:49:18,15,7,0.24,Pivd,Sber,Group 1,Russian,23.79,40.32,11.59,15.84,16.64,18.54,19.53,38.42,-0.179,-0.047,directed,22,10:45:00,10:50:00,4,5,False,NA,NA,True,450,-450
6094,2,1474,2016-06-21,10:49:31,10,49,31,2016-06-21 10:49:31,14,5,0.19,AgriCole,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,75.08,15.44,15.95,9.76,15.83,17.11,81.28,14.16,0.083,-0.083,directed,22,10:45:00,10:50:00,7,5,True,0,-600,False,NA,NA
6095,2,1475,2016-06-21,10:49:37,10,49,37,2016-06-21 10:49:37,5,14,0.26,Aval,AgriCole,Belonging to foreign banking groups ,Belonging to foreign banking groups ,15.44,75.08,15.83,17.37,16.21,9.76,13.91,81.53,-0.099,0.086,directed,22,10:45:00,10:50:00,5,7,False,NA,NA,True,0,-600
6096,2,1476,2016-06-21,10:49:45,10,49,45,2016-06-21 10:49:45,18,17,0.13,Citi,Ing,Belonging to foreign banking groups ,Belonging to foreign banking groups ,51.91,49.44,8.54,7.44,9.63,6.52,53.01,52.54,0.021,0.063,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,False,NA,NA
6097,2,1477,2016-06-21,10:49:51,10,49,51,2016-06-21 10:49:51,17,18,0.15,Ing,Citi,Belonging to foreign banking groups ,Belonging to foreign banking groups ,49.44,51.91,9.63,6.67,8.69,7.44,52.40,53.16,0.060,0.024,directed,22,10:45:00,10:50:00,7,7,False,NA,NA,False,NA,NA
6098,2,1478,2016-06-21,10:49:56,10,49,56,2016-06-21 10:49:56,11,8,0.20,UkrSib,Alfa,Group 1,Russian,14.51,32.94,12.73,11.00,13.66,17.54,16.23,29.07,0.119,-0.118,directed,22,10:45:00,10:50:00,8,4,False,NA,NA,False,NA,NA
6099,2,1479,2016-06-21,10:50:02,10,50,2,2016-06-21 10:50:02,9,18,0.18,Fuib,Citi,Group 1,Belonging to foreign banking groups ,22.63,51.91,15.28,14.62,8.87,7.44,23.29,53.34,0.029,0.028,directed,23,10:50:00,10:55:00,7,7,False,NA,NA,False,NA,NA
6100,2,1480,2016-06-21,10:50:03,10,50,3,2016-06-21 10:50:03,7,11,0.21,Sber,UkrSib,Russian,Group 1,40.32,14.51,16.64,18.76,12.94,11.00,38.20,16.45,-0.053,0.134,directed,23,10:50:00,10:55:00,5,8,True,450,-450,False,NA,NA
6101,2,1482,2016-06-21,10:50:10,10,50,10,2016-06-21 10:50:10,15,7,0.26,Pivd,Sber,Group 1,Russian,23.79,40.32,11.59,16.10,16.90,18.76,19.27,38.46,-0.190,-0.046,directed,23,10:50:00,10:55:00,4,5,False,NA,NA,True,450,-450
6102,2,1483,2016-06-21,10:50:13,10,50,13,2016-06-21 10:50:13,20,16,0.17,KreditDnipro,Fido,Group 1,Group 1,33.46,16.73,10.14,7.33,14.04,12.62,36.26,18.15,0.084,0.085,directed,23,10:50:00,10:55:00,7,7,False,NA,NA,False,NA,NA
6103,2,1485,2016-06-21,10:50:29,10,50,29,2016-06-21 10:50:29,2,7,0.31,Oschad,Sber,With State Participation,Russian,59.74,40.32,15.08,24.57,17.21,18.76,50.25,38.77,-0.159,-0.038,directed,23,10:50:00,10:55:00,4,5,True,-600,0,True,450,-450
6104,2,1486,2016-06-21,10:50:29,10,50,29,2016-06-21 10:50:29,16,7,0.29,Fido,Sber,Group 1,Russian,16.73,40.32,14.04,12.91,17.50,18.76,17.86,39.06,0.068,-0.031,directed,23,10:50:00,10:55:00,7,5,False,NA,NA,True,450,-450
6105,2,1487,2016-06-21,10:50:34,10,50,34,2016-06-21 10:50:34,9,18,0.25,Fuib,Citi,Group 1,Belonging to foreign banking groups ,22.63,51.91,15.28,14.87,9.12,7.44,23.04,53.58,0.018,0.032,directed,23,10:50:00,10:55:00,7,7,False,NA,NA,False,NA,NA
6106,2,1488,2016-06-21,10:50:34,10,50,34,2016-06-21 10:50:34,4,14,0.26,PIB,AgriCole,Russian,Belonging to foreign banking groups ,21.18,75.08,12.85,20.17,16.47,9.76,13.86,81.79,-0.345,0.089,directed,23,10:50:00,10:55:00,3,7,True,450,450,True,0,-600
6107,2,1490,2016-06-21,10:50:47,10,50,47,2016-06-21 10:50:47,20,7,0.26,KreditDnipro,Sber,Group 1,Russian,33.46,40.32,10.14,7.59,17.75,18.76,36.00,39.32,0.076,-0.025,directed,23,10:50:00,10:55:00,7,5,False,NA,NA,True,450,-450
6108,2,1491,2016-06-21,10:50:50,10,50,50,2016-06-21 10:50:50,4,3,0.25,PIB,Exim,Russian,With State Participation,21.18,62.59,12.85,20.42,22.69,19.80,13.61,65.48,-0.357,0.046,directed,23,10:50:00,10:55:00,3,7,True,450,450,True,-450,-450
6109,2,1492,2016-06-21,10:50:54,10,50,54,2016-06-21 10:50:54,13,15,0.15,OTP,Pivd,Belonging to foreign banking groups ,Group 1,6.14,23.79,8.12,11.36,11.74,16.10,2.91,19.43,-0.527,-0.183,directed,23,10:50:00,10:55:00,2,4,False,NA,NA,False,NA,NA
6110,2,1494,2016-06-21,10:50:57,10,50,57,2016-06-21 10:50:57,12,1,0.37,UkrGaz,Privat,With State Participation,Privat,16.76,161.79,15.42,17.71,24.67,5.71,14.46,180.75,-0.137,0.117,directed,23,10:50:00,10:55:00,4,8,True,-450,450,True,0,600
6111,2,1495,2016-06-21,10:51:01,10,51,1,2016-06-21 10:51:01,3,11,0.22,Exim,UkrSib,With State Participation,Group 1,62.59,14.51,22.69,20.03,13.16,11.00,65.26,16.67,0.043,0.149,directed,23,10:50:00,10:55:00,7,8,True,-450,-450,False,NA,NA
6112,2,1496,2016-06-21,10:51:08,10,51,8,2016-06-21 10:51:08,16,18,0.18,Fido,Citi,Group 1,Belonging to foreign banking groups ,16.73,51.91,14.04,13.09,9.29,7.44,17.68,53.76,0.057,0.036,directed,23,10:50:00,10:55:00,7,7,False,NA,NA,False,NA,NA
6113,2,1497,2016-06-21,10:51:16,10,51,16,2016-06-21 10:51:16,14,2,0.31,AgriCole,Oschad,Belonging to foreign banking groups ,With State Participation,75.08,59.74,16.47,10.06,15.38,24.57,81.49,50.56,0.085,-0.154,directed,23,10:50:00,10:55:00,7,4,True,0,-600,True,-600,0
6114,2,1498,2016-06-21,10:51:22,10,51,22,2016-06-21 10:51:22,5,12,0.21,Aval,UkrGaz,Belonging to foreign banking groups ,With State Participation,15.44,16.76,15.83,17.58,15.63,17.71,13.70,14.67,-0.113,-0.124,directed,23,10:50:00,10:55:00,4,4,False,NA,NA,True,-450,450
6115,2,1500,2016-06-21,10:51:37,10,51,37,2016-06-21 10:51:37,5,9,0.29,Aval,Fuib,Belonging to foreign banking groups ,Group 1,15.44,22.63,15.83,17.87,15.57,14.87,13.41,23.33,-0.132,0.031,directed,23,10:50:00,10:55:00,4,7,False,NA,NA,False,NA,NA
6116,2,1501,2016-06-21,10:51:44,10,51,44,2016-06-21 10:51:44,4,10,0.24,PIB,Vtb,Russian,Russian,21.18,15.14,12.85,20.66,12.47,13.28,13.38,14.33,-0.368,-0.054,directed,23,10:50:00,10:55:00,3,5,True,450,450,True,600,0
6117,2,1503,2016-06-21,10:51:52,10,51,52,2016-06-21 10:51:52,15,4,0.25,Pivd,PIB,Group 1,Russian,23.79,21.18,11.74,16.35,13.11,20.66,19.17,13.63,-0.194,-0.357,directed,23,10:50:00,10:55:00,4,3,False,NA,NA,True,450,450
6118,2,1504,2016-06-21,10:51:57,10,51,57,2016-06-21 10:51:57,4,16,0.22,PIB,Fido,Russian,Group 1,21.18,16.73,13.11,20.88,14.26,13.09,13.41,17.90,-0.367,0.070,directed,23,10:50:00,10:55:00,3,7,True,450,450,False,NA,NA
6119,2,1505,2016-06-21,10:52:00,10,52,0,2016-06-21 10:52:00,2,20,0.19,Oschad,KreditDnipro,With State Participation,Group 1,59.74,33.46,15.38,24.76,10.33,7.59,50.37,36.20,-0.157,0.082,directed,23,10:50:00,10:55:00,4,7,True,-600,0,False,NA,NA
6120,2,1507,2016-06-21,10:52:05,10,52,5,2016-06-21 10:52:05,2,11,0.17,Oschad,UkrSib,With State Participation,Group 1,59.74,14.51,15.38,24.93,13.33,11.00,50.20,16.84,-0.160,0.161,directed,23,10:50:00,10:55:00,4,8,True,-600,0,False,NA,NA
6121,2,1508,2016-06-21,10:52:10,10,52,10,2016-06-21 10:52:10,13,4,0.17,OTP,PIB,Belonging to foreign banking groups ,Russian,6.14,21.18,8.12,11.53,13.28,20.88,2.74,13.58,-0.555,-0.359,directed,23,10:50:00,10:55:00,2,3,False,NA,NA,True,450,450
6122,2,1509,2016-06-21,10:52:14,10,52,14,2016-06-21 10:52:14,13,12,0.13,OTP,UkrGaz,Belonging to foreign banking groups ,With State Participation,6.14,16.76,8.12,11.66,15.76,17.71,2.60,14.80,-0.576,-0.117,directed,23,10:50:00,10:55:00,2,4,False,NA,NA,True,-450,450
6123,2,1511,2016-06-21,10:52:19,10,52,19,2016-06-21 10:52:19,14,1,0.46,AgriCole,Privat,Belonging to foreign banking groups ,Privat,75.08,161.79,16.47,10.53,25.13,5.71,81.02,181.21,0.079,0.120,directed,23,10:50:00,10:55:00,7,8,True,0,-600,True,0,600
6124,2,1512,2016-06-21,10:52:22,10,52,22,2016-06-21 10:52:22,8,13,0.14,Alfa,OTP,Russian,Belonging to foreign banking groups ,32.94,6.14,13.66,17.68,8.26,11.66,28.93,2.74,-0.122,-0.554,directed,23,10:50:00,10:55:00,4,2,False,NA,NA,False,NA,NA
6125,2,1513,2016-06-21,10:52:29,10,52,29,2016-06-21 10:52:29,7,1,0.48,Sber,Privat,Russian,Privat,40.32,161.79,17.75,19.24,25.61,5.71,38.84,181.69,-0.037,0.123,directed,23,10:50:00,10:55:00,5,8,True,450,-450,True,0,600
6126,2,1514,2016-06-21,10:52:34,10,52,34,2016-06-21 10:52:34,8,4,0.41,Alfa,PIB,Russian,Russian,32.94,21.18,13.66,18.09,13.69,20.88,28.51,13.99,-0.134,-0.339,directed,23,10:50:00,10:55:00,4,3,False,NA,NA,True,450,450
6127,2,1515,2016-06-21,10:52:35,10,52,35,2016-06-21 10:52:35,6,14,0.34,UkrSoc,AgriCole,Russian,Belonging to foreign banking groups ,36.12,75.08,17.54,22.68,16.81,10.53,30.98,81.36,-0.142,0.084,directed,23,10:50:00,10:55:00,4,7,False,NA,NA,True,0,-600
6128,2,1517,2016-06-21,10:52:42,10,52,42,2016-06-21 10:52:42,18,5,0.20,Citi,Aval,Belonging to foreign banking groups ,Belonging to foreign banking groups ,51.91,15.44,9.29,7.64,16.04,17.87,53.56,13.62,0.032,-0.118,directed,23,10:50:00,10:55:00,7,4,False,NA,NA,False,NA,NA
6129,2,1518,2016-06-21,10:52:43,10,52,43,2016-06-21 10:52:43,13,10,0.18,OTP,Vtb,Belonging to foreign banking groups ,Russian,6.14,15.14,8.26,11.84,12.65,13.28,2.56,14.50,-0.583,-0.042,directed,23,10:50:00,10:55:00,2,5,False,NA,NA,True,600,0
6130,2,1519,2016-06-21,10:52:47,10,52,47,2016-06-21 10:52:47,4,13,0.16,PIB,OTP,Russian,Belonging to foreign banking groups ,21.18,6.14,13.69,21.03,8.41,11.84,13.84,2.72,-0.347,-0.558,directed,23,10:50:00,10:55:00,3,2,True,450,450,False,NA,NA
6131,2,1520,2016-06-21,10:52:54,10,52,54,2016-06-21 10:52:54,12,1,0.32,UkrGaz,Privat,With State Participation,Privat,16.76,161.79,15.76,18.03,25.93,5.71,14.49,182.01,-0.135,0.125,directed,23,10:50:00,10:55:00,4,8,True,-450,450,True,0,600
6132,2,1521,2016-06-21,10:53:00,10,53,0,2016-06-21 10:53:00,4,17,0.12,PIB,Ing,Russian,Belonging to foreign banking groups ,21.18,49.44,13.69,21.15,9.75,6.67,13.72,52.51,-0.352,0.062,directed,23,10:50:00,10:55:00,3,7,True,450,450,False,NA,NA
6133,2,1522,2016-06-21,10:53:07,10,53,7,2016-06-21 10:53:07,10,9,0.18,Vtb,Fuib,Russian,Group 1,15.14,22.63,12.65,13.47,15.75,14.87,14.32,23.51,-0.054,0.039,directed,23,10:50:00,10:55:00,5,7,True,600,0,False,NA,NA
6134,2,1523,2016-06-21,10:53:11,10,53,11,2016-06-21 10:53:11,2,4,0.43,Oschad,PIB,With State Participation,Russian,59.74,21.18,15.38,25.36,14.12,21.15,49.77,14.15,-0.167,-0.332,directed,23,10:50:00,10:55:00,4,3,True,-600,0,True,450,450
6135,2,1524,2016-06-21,10:53:20,10,53,20,2016-06-21 10:53:20,1,6,0.41,Privat,UkrSoc,Privat,Russian,161.79,36.12,25.93,6.12,17.95,22.68,181.60,31.39,0.122,-0.131,directed,23,10:50:00,10:55:00,8,4,True,0,600,False,NA,NA
6136,2,1525,2016-06-21,10:53:22,10,53,22,2016-06-21 10:53:22,15,11,0.21,Pivd,UkrSib,Group 1,Group 1,23.79,14.51,11.74,16.57,13.55,11.00,18.96,17.06,-0.203,0.176,directed,23,10:50:00,10:55:00,4,8,False,NA,NA,False,NA,NA
6137,2,1526,2016-06-21,10:53:23,10,53,23,2016-06-21 10:53:23,12,15,0.18,UkrGaz,Pivd,With State Participation,Group 1,16.76,23.79,15.76,18.21,11.92,16.57,14.30,19.14,-0.146,-0.195,directed,23,10:50:00,10:55:00,4,4,True,-450,450,False,NA,NA
6138,2,1527,2016-06-21,10:53:24,10,53,24,2016-06-21 10:53:24,10,5,0.27,Vtb,Aval,Russian,Belonging to foreign banking groups ,15.14,15.44,12.65,13.74,16.31,17.87,14.05,13.89,-0.072,-0.101,directed,23,10:50:00,10:55:00,5,4,True,600,0,False,NA,NA
6139,2,1529,2016-06-21,10:53:38,10,53,38,2016-06-21 10:53:38,12,2,0.19,UkrGaz,Oschad,With State Participation,With State Participation,16.76,59.74,15.76,18.41,15.58,25.36,14.11,49.96,-0.158,-0.164,directed,23,10:50:00,10:55:00,4,4,True,-450,450,True,-600,0
6140,2,1531,2016-06-21,10:53:46,10,53,46,2016-06-21 10:53:46,16,12,0.21,Fido,UkrGaz,Group 1,With State Participation,16.73,16.76,14.26,13.30,15.97,18.41,17.70,14.32,0.058,-0.145,directed,23,10:50:00,10:55:00,7,4,False,NA,NA,True,-450,450
6141,2,1532,2016-06-21,10:53:54,10,53,54,2016-06-21 10:53:54,7,13,0.11,Sber,OTP,Russian,Belonging to foreign banking groups ,40.32,6.14,17.75,19.34,8.52,11.84,38.73,2.83,-0.039,-0.540,directed,23,10:50:00,10:55:00,5,2,True,450,-450,False,NA,NA
6142,2,1533,2016-06-21,10:54:00,10,54,0,2016-06-21 10:54:00,7,15,0.22,Sber,Pivd,Russian,Group 1,40.32,23.79,17.75,19.57,12.14,16.57,38.51,19.37,-0.045,-0.186,directed,23,10:50:00,10:55:00,5,4,True,450,-450,False,NA,NA
6143,2,1534,2016-06-21,10:54:02,10,54,2,2016-06-21 10:54:02,10,18,0.23,Vtb,Citi,Russian,Belonging to foreign banking groups ,15.14,51.91,12.65,13.97,9.52,7.64,13.82,53.79,-0.087,0.036,directed,23,10:50:00,10:55:00,5,7,True,600,0,False,NA,NA
6144,2,1535,2016-06-21,10:54:07,10,54,7,2016-06-21 10:54:07,15,9,0.22,Pivd,Fuib,Group 1,Group 1,23.79,22.63,12.14,16.78,15.97,14.87,19.15,23.73,-0.195,0.048,directed,23,10:50:00,10:55:00,4,7,False,NA,NA,False,NA,NA
6145,2,1536,2016-06-21,10:54:13,10,54,13,2016-06-21 10:54:13,11,17,0.10,UkrSib,Ing,Group 1,Belonging to foreign banking groups ,14.51,49.44,13.55,11.10,9.85,6.67,16.95,52.62,0.168,0.064,directed,23,10:50:00,10:55:00,8,7,False,NA,NA,False,NA,NA
